Book|Page|Subject|Predicate|Object
A Dance With Dragons|811|Drogo|bells|tinkling
A Dance With Dragons|811|Paris|is the capital of|France
A Dance With Dragons|813|Kevan Lannister|is bringing an army to|King's Landing
A Dance With Dragons|814|Lord Mace Tyrell|is a|Lord
A Dance With Dragons|814|Lord Mace Tyrell|has a|daughter
A Dance With Dragons|814|Lord Mace Tyrell|holds|Storm's End
A Dance With Dragons|814|Randyll Tarly|is a|Lord
A Dance With Dragons|814|Ser Kevan|is a|Ser
A Dance With Dragons|814|Gr|is a|Master
A Dance With Dragons|814|Pycelle|is a|Maester
A Dance With Dragons|814|Connington|is moving on|Storm's End
A Dance With Dragons|815|Rhaegar Targaryen|was a|prince
A Dance With Dragons|815|Connington|is a|Hand of Aerys II Targaryen
A Dance With Dragons|816|Ser Harys Swyft|has the gold of|Lannister
A Dance With Dragons|816|Mace Tyrell|is the uncle of|Loras Tyrell
A Dance With Dragons|818|Kevan Lannister|is a|Hand of the King
A Dance With Dragons|819|Pycelle|said|time to speak of the cold
A Dance With Dragons|819|Kevan Lannister|told his good -father|no faith in Myrish bankers
A Dance With Dragons|819|Kevan Lannister|told his good -father|should send Cersei to Braavos?
A Dance With Dragons|821|Ser Boros Blount|is in attendance on|Tommen
A Dance With Dragons|821|Cersei|is dressed as modestly as any matron|in a dark brown gown that buttons up to her throat and a hooded green mantle that covers her shaved head before her walk
A Dance With Dragons|821|Cersei|says once her innocence is proved|it would please her if Taena Merryweather might attend her once again
A Dance With Dragons|822|Lannister|is|uncle
A Dance With Dragons|822|King|seems|happier
A Dance With Dragons|823|Kevan|kisses|niece
A Dance With Dragons|823|Pycelle|expects|Ser Kevan
A Dance With Dragons|823|Pycelle has|chambers|beneath rookery
A Dance With Dragons|824|Kevan Lannister|was a|white raven
A Dance With Dragons|825|Kevan Lannister|is cold|ice
A Dance With Dragons|825|Kevan Lannister|shudders violently from|pain
A Dance With Dragons|825|Kevan Lannister|tries to cry out|but the words will not come
A Dance With Dragons|825|Varys|apologizes for|
A Dance With Dragons|825|Varys|makes an end of it by|child
A Dance With Dragons|825|child|emerges from a|pool of darkness
A Dance With Dragons|825|boy|in a|ragged robe
A Dance With Dragons|825|girl|who had opened the door for him|is also present
A Dance With Dragons|826|Jon Snow|Lord Commander of|Night's Watch
A Dance With Dragons|827|Tywin Lanister|is the father of|Tyrion Lannister
A Dance With Dragons|827|Tywin Lanister|is the grandfather of|Ser Cleos Frey
A Dance With Dragons|827|Tywin Lanister|is the uncle of|Ser Kevan Lannister
A Dance With Dragons|827|Tywin Lanister|is the father of|Ser Lancel Lannister
A Dance With Dragons|827|Tywin Lanister|is the father of|Willym
A Dance With Dragons|827|Tywin Lanister|is the father of|Martyn
A Dance With Dragons|827|Tywin Lanister|is the father of|Janei
A Dance With Dragons|827|Tywin Lanister|is the aunt of|Genna Lannister
A Dance With Dragons|827|Tyrion Lanister|is accused and condemned for|regicide and kinslaying
A Dance With Dragons|829|Qyburn|is a disgraced maester and reputed necromancer|master of whisperers
A Dance With Dragons|830|King Tommen|has Lord Commander|SER JAIME LANNISTER
A Dance With Dragons|830|SER JAIME LANNISTER|is Lord Commander|SER MERYN TRANT
A Dance With Dragons|830|SER BOROS BLOUNT|was removed and restored from|SER BALON SWANN
A Dance With Dragons|830|SER OSMUND KETTLEBLACK|has a role in|SER LOARS TYRELL
A Dance With Dragons|830|SER ARYS OAKHEART|is dead in|Dorne
A Dance With Dragons|830|MOON BOY|is the royal jester and fool for|King Tommen
A Dance With Dragons|831|ORMOND OF OLDTOWN|is a|royal harper and bard
A Dance With Dragons|831|SER OSFRYD KETTLEBLACK|is a|captain in the City Watch
A Dance With Dragons|831|NOHO DIMITTIS|is an|envoy from the Iron Bank of Braavos
A Dance With Dragons|833|Chataya|proprietor of|expensive brothel
A Dance With Dragons|833|Alayaya|daughter of|Chataya
A Dance With Dragons|834|Stannis Baratheon|Lord of Dragonstone|is King of Westeros
A Dance With Dragons|835|LORD ROBIN PEASEBURY|is the Lord of|Light
A Dance With Dragons|835|SER WILLAM FOXGLOVE|is a|knight
A Dance With Dragons|835|LORD HARWOOD FELL|is a|knight
A Dance With Dragons|835|SER ORMUND WYLDE|is a|knight
A Dance With Dragons|835|SER HARYS COBB|is a|knight
A Dance With Dragons|835|MANCE RAYDER|is the in the fant son|“the wildling prince”
A Dance With Dragons|836|Patchface|is a|tattooed fool
A Dance With Dragons|837|Balon|is the|King of the Iron Islands and the North
A Dance With Dragons|837|Balon|is the|Ninth of His Name Since the Grey King
A Dance With Dragons|837|Asha|captain of the Black Wind and conqueror of Deepwood Motte|married Erik Ironmaker
A Dance With Dragons|837|Theon|called Theon Turncloak|a captive at the Dreadfort
A Dance With Dragons|837|Victarion|Lord Captain of the Iron Fleet|master of the Iron Victory
A Dance With Dragons|838|DUNSTAN DRUMM|The Drumm|Lord of Old Wyk
A Dance With Dragons|839|The Sparr|is a|Lord
A Dance With Dragons|839|Meldred Merlyn|is Lord of|Pebbleton
A Dance With Dragons|839|Alyn Orkwood|is called|Orkwood of Orkmont
A Dance With Dragons|839|Balon Tawney|is a|Lord
A Dance With Dragons|839|Lord Donnor Saltcliffe|is Lord of|Saltcliffe
A Dance With Dragons|839|Lord Sundarely|is Lord of|Harlaw
A Dance With Dragons|840|GYLBERT FARWYND|Lord of|the Lonely Light
A Dance With Dragons|840|IRONBORN CONQUERORS|are on|the Shield Islands
A Dance With Dragons|840|ANDRIK THE UNSMILING|Lord of|Southshield
A Dance With Dragons|840|NUTE THE BARBER|Lord of|Oakenshield
A Dance With Dragons|840|MARON VOLMARK|Lord of|Greenshield
A Dance With Dragons|841|Arryn House|is a|house
A Dance With Dragons|842|Arryns|are descended from|Kings
A Dance With Dragons|842|Lord Arryn|is Lord of|Eyrie
A Dance With Dragons|842|Ser Shadrick of the Shady Glen|called The Mad Mouse|hedge knight in Petyr’s service
A Dance With Dragons|842|Ser Byron the Beautiful|Ser Morgarth the Merry|hedge knights in Petyr’s service
A Dance With Dragons|843|GRETCHEL|is serving as a|warden
A Dance With Dragons|843|GRETCHEL|serves as a|bannermen
A Dance With Dragons|843|YOHN ROYCE|is called|BRONZE YOHN
A Dance With Dragons|843|YOHN ROYCE|is Lord of|Runestone
A Dance With Dragons|843|SER ANDAR|is the heir to|Runestone
A Dance With Dragons|843|MYRANDA|is called|RANDA
A Dance With Dragons|843|MYRA STONE|is a bastard daughter of|King Robert
A Dance With Dragons|843|LYONEL CORBRAY|is Lord of|Heart's Home
A Dance With Dragons|843|SER LYN COBRAY|wields the famed blade|Lady Forlorn
A Dance With Dragons|843|SER LUCAS CORBRAY|is younger brother of|SER LYN COBRAY
A Dance With Dragons|844|Godric Borrell|is Lord of|Sweetsister
A Dance With Dragons|844|Rolland Longthorpe|is Lord of|Longsister
A Dance With Dragons|844|Alesandor Torrent|is Lord of|Littlesister
A Dance With Dragons|844|Anya Waynwood|is Lady of|Ironoaks Castle
A Dance With Dragons|844|Ser Morton|is the eldest son and heir of|Ser Godric Borrell
A Dance With Dragons|844|Ser Donnel|is the Knight of the Bloody Gate|a castle belonging to Ser Godric Borrell
A Dance With Dragons|844|Wallace|is the youngest son of|Ser Godric Borrell
A Dance With Dragons|844|Harrold Hardyng|is a squire often called Harry the Heir|a ward of Ser Godric Borrell
A Dance With Dragons|844|Ser Simond Templeton|is the Knight of Ninestars|is a castle belonging to Ser Godric Borrell
A Dance With Dragons|844|Edmund Waxley|is the Knight of Wickenden|is a castle belonging to Ser Godric Borrell
A Dance With Dragons|845|Horton Redfort|Lord of Redfort|thrice wed
A Dance With Dragons|845|Shagga Son of Dolf|OF THE STONE CROWS|presently leading a band in the kingswood
A Dance With Dragons|846|Orys Baratheon|defeats and kills|Argilac the Arrogant
A Dance With Dragons|846|House Baratheon|is the youngest of|Great Houses
A Dance With Dragons|846|Queen Cersei of House Lannister|marries|Robert Baratheon
A Dance With Dragons|846|King Joffrey Baratheon|First of His Name|is murdered at his wedding feast
A Dance With Dragons|848|Eldon Estermont|is Lord of|Green-stone
A Dance With Dragons|848|Andrew Estermont|is son of|Lomas Estermont
A Dance With Dragons|848|Joffrey Baratheon|is king of|Westeros
A Dance With Dragons|848|Daenerys Targaryen|is dragon queen of|Westeros
A Dance With Dragons|849|Jon Connington|is a|bastard son
A Dance With Dragons|849|Jon Connington|is the Hand of the King|exiled by Aerys II Targaryen
A Dance With Dragons|849|Ser Ronn et Connington|called Red Ronnet|Knight of Griffin’s Roost
A Dance With Dragons|850|SER RICHARD MORRIGEN|is his brother to|SER GUYARD MORRIGEN
A Dance With Dragons|850|SER RICHARD MORRIGEN|is his brother to|SER ORMUND WYLDE
A Dance With Dragons|850|ARSTAN SELMY|is Lord of|Harvest Hall
A Dance With Dragons|850|CASPER WYLDE|is Lord of|the Rain House
A Dance With Dragons|850|SEBASTION ERROL|is Lord of|Haystack Hall
A Dance With Dragons|850|CLIFFORD SWANN|is Lord of|Stonehelm
A Dance With Dragons|850|HARWOOD FELL|is Lord of|Felwood
A Dance With Dragons|850|HUGH GRANDISON|is called|Greybeard
A Dance With Dragons|850|BERIC DONDARRION|is an outlaw in|the riverlands
A Dance With Dragons|851|Frey|is a|bannermen
A Dance With Dragons|851|Frey|is in|War of Five Kings
A Dance With Dragons|851|Frey|won|allegiance
A Dance With Dragons|851|Frey|conspired|with Roose Bolton
A Dance With Dragons|851|Frey|murdered|Young Wolf
A Dance With Dragons|851|Stark|to)|marriage
A Dance With Dragons|852|Ser Emmon Frey|has as his son|Aenys Frey
A Dance With Dragons|852|Aenys Frey|is leading the|forces in the north
A Dance With Dragons|852|Aenys Frey|has as a son|Aegon Bloodborne
A Dance With Dragons|852|Aenys Frey|has as a son|Rhaegar
A Dance With Dragons|852|Perriane Frey|marries|Leslyn Haigh
A Dance With Dragons|852|Jared Frey|is an envoy to|White Harbor
A Dance With Dragons|852|Hosteen Frey|is a knight of great|reputation
A Dance With Dragons|852|Lyenthe Frey|marries|Lucias Vypren
A Dance With Dragons|852|Symond Frey|is the seventh son of|Hosteen Frey
A Dance With Dragons|852|Symond Frey|is an envoy to|White Harbor
A Dance With Dragons|854|Frey|is the fifth wife of|Lady Sarya
A Dance With Dragons|854|Frey|is the sixth wife of|Lady Bethany
A Dance With Dragons|854|Frey|is Walder's fifteenth son|Ser Perwyn Frey
A Dance With Dragons|854|Frey|is Walder's sixteenth son|Ser Benfrey Frey
A Dance With Dragons|854|Frey|is Walder's eighteenth son|Olyvar Frey
A Dance With Dragons|854|Frey|is the seventh wife of|Lady Annara
A Dance With Dragons|854|Frey|has a sixth daughter|Arwyne
A Dance With Dragons|854|Frey|has a nineteenth son|Wendel
A Dance With Dragons|855|House Lannister|boasts about|de scent
A Dance With Dragons|855|Gold of Casterly Rock|makes them|wealthiest
A Dance With Dragons|856|Tywin Lannister|is Lord of|Casterly Rock
A Dance With Dragons|856|Tywin Lannister|is Shield of|Lannis -port
A Dance With Dragons|856|Tywin Lannister|is Warden of|the West
A Dance With Dragons|856|Tywin Lannister|"is Hand 
of"|the King
A Dance With Dragons|856|Tywin Lannister|was murdered by|his dwarf son
A Dance With Dragons|857|Maester Creylen|is a|healer
A Dance With Dragons|857|Vylarr|is the captain of|guards
A Dance With Dragons|857|Whitesmile Wat|is a|singer
A Dance With Dragons|858|Lady Ermesande Hayford|is the wife of|Tyrek Hayford
A Dance With Dragons|858|Tyrek Hayford|is the child father of|Gerion Lanister
A Dance With Dragons|859|Lady Margot|is a|cousin
A Dance With Dragons|859|Lord Titus Peake|is m|Lady Margot
A Dance With Dragons|860|LORD ANTARIO JAST|is a|Lord of the Deep Den
A Dance With Dragons|860|LORD ROBIN MORELAND|is a|knight
A Dance With Dragons|860|LADY ALYSANNE LEFFORD|is a|lady
A Dance With Dragons|860|LEWYS LYDDEN|is the Lord of|Deep Den
A Dance With Dragons|860|LORD PHILIP PLUMM|is a|knight
A Dance With Dragons|860|LORD GARRISON PRESTER|is a|knight
A Dance With Dragons|860|SER LORENT LORCH|is a|landed knight
A Dance With Dragons|860|SER GARTH GREENFIELD|is a|knight
A Dance With Dragons|860|SER LYMOND VIKARY|is a|landed knight
A Dance With Dragons|860|SER RAYNARD RUTTIGER|is a|knight
A Dance With Dragons|860|SER MANFRYD YEW|is a|knight
A Dance With Dragons|861|Doran Martell|is a|Lord
A Dance With Dragons|861|Doran Martell|is the Prince of|Dor ne
A Dance With Dragons|861|Doran Martell|Lord of|Sunspear
A Dance With Dragons|861|Doran Martell|is married to|Mellario
A Dance With Dragons|861|Princess Arianne|heir to|Sunspear
A Dance With Dragons|861|Prince Trystane|betrothed to|Myrcella Baratheon
A Dance With Dragons|861|Elia|is a sister of|Doran Martell
A Dance With Dragons|862|Prince Oberyn|called THE RED VIPER|was slain by Ser Gregor Clegane during a trial by combat
A Dance With Dragons|862|Ellaria Sand|natural daughter of Lord Harmen Uller|his paramour
A Dance With Dragons|862|Nymeria|called LADY NYM|his daughter by a noble -woman of Old Volantis
A Dance With Dragons|864|Sansa Stark|is related to|Areo Hotah
A Dance With Dragons|864|Sansa Stark|is related to|Rosamund Lanister
A Dance With Dragons|864|Sansa Stark|is related to|Anders Yronwood
A Dance With Dragons|864|Sansa Stark|is related to|Nymeria
A Dance With Dragons|864|Sansa Stark|is related to|Dorne
A Dance With Dragons|864|Sansa Stark|is related to|Catelyn Stark
A Dance With Dragons|864|Sansa Stark|is related to|Jon Snow
A Dance With Dragons|864|Sansa Stark|is related to|Daenerys Targaryen
A Dance With Dragons|864|Sansa Stark|is related to|Tyrion Lannister
A Dance With Dragons|864|Sansa Stark|is related to|Harrenhal
A Dance With Dragons|864|Sansa Stark|is related to|Winterfell
A Dance With Dragons|864|Sansa Stark|is related to|Bran Stark
A Dance With Dragons|865|Stark|traced descent from|Brandon the Builder
A Dance With Dragons|865|Stark|ruled from|Winterfell as Kings in the North
A Dance With Dragons|865|Eddard Stark of Winterfell|was executed by|King Joffrey
A Dance With Dragons|866|ROBB STARK|is a|King in the North
A Dance With Dragons|866|ROBB STARK|is a|King of the Trident
A Dance With Dragons|866|ROBB STARK|is a|Lord of Winterfell
A Dance With Dragons|866|ROBB STARK|is called|THE YOUNG WOLF
A Dance With Dragons|866|ROBB STARK|was murdered at|Red Wedding
A Dance With Dragons|866|GREY WIND|is a|direwolf
A Dance With Dragons|866|GREY WIND|was killed at|Red Wedding
A Dance With Dragons|866|SANSA STARK|married|Tyrion Lannister
A Dance With Dragons|866|LADY STARK|has a|direwolf
A Dance With Dragons|866|LADY STARK|was killed at|Castle Darry
A Dance With Dragons|866|NYMERIA STARK|has a|direwolf
A Dance With Dragons|867|Jon Snow|is a|bastard
A Dance With Dragons|867|Jon Snow|is an uncle of|Robert Arryn
A Dance With Dragons|867|Jon Snow|is an uncle of|Edmure Tully
A Dance With Dragons|867|Jon Snow|is an aunt’s son of|Lysa Arryn
A Dance With Dragons|867|Jon Snow|has a great -uncle|Ser Brynden Tully
A Dance With Dragons|868|Jon|called THE SMALLJON|is slain
A Dance With Dragons|868|Mors|called CROWFOOD|is castellan at the Last Hearth
A Dance With Dragons|868|Hotter|called WHORESBANE|is castellan at the Last Hear th
A Dance With Dragons|868|Cley Cerwyn|Lord of Cerwyn|is killed
A Dance With Dragons|868|Roose Bolton|Lord of the Dreadfort|has a heir
A Dance With Dragons|868|Domeric|his heir|died of a bad belly
A Dance With Dragons|868|Ramsay Bolton|Lord of the Hornwood|is called THE BASTARD OF BOLTON
A Dance With Dragons|868|Walter Frey and Walter Frey|called Big Walder and Little Walder|are Ramsay’s squires
A Dance With Dragons|870|Wynafryd|is their|eldest daughter
